symbol,group,name
SYPR,NASDAQ Global Market,"Sypris Solutions, Inc. - Common Stock"
SYRX,NASDAQ Capital Market,Sysorex Global Holding Corp. - Common Stock
SYUT,NASDAQ Global Select Market,"Synutra International, Inc. - Common Stock"
SZMK,NASDAQ Global Select Market,Sizmek Inc. - Common Stock
SZYM,NASDAQ Global Select Market,"Solazyme, Inc. - Common Stock"
TACT,NASDAQ Global Market,TransAct Technologies Incorporated - Common Stock
TAIT,NASDAQ Capital Market,Taitron Components Incorporated - Class A Common Stock
TAPR,NASDAQ Global Market,Barclays PLC - Barclays Inverse US Treasury Composite ETN
TASR,NASDAQ Global Select Market,"TASER International, Inc. - Common Stock"
TAST,NASDAQ Global Select Market,"Carrols Restaurant Group, Inc. - Common Stock"
TATT,NASDAQ Global Market,TAT Technologies Ltd. - Ordinary Shares
TAX,NASDAQ Global Select Market,"Liberty Tax, Inc. - Class A Common Stock"
TAXI,NASDAQ Global Select Market,Medallion Financial Corp. - Common Stock
TAYD,NASDAQ Capital Market,"Taylor Devices, Inc. - Common Stock"
TBBK,NASDAQ Global Select Market,"The Bancorp, Inc. - Common Stock"
TBIO,NASDAQ Capital Market,"Transgenomic, Inc. - Common Stock"
TBK,NASDAQ Global Select Market,"Triumph Bancorp, Inc. - Common Stock"
TBNK,NASDAQ Global Select Market,Territorial Bancorp Inc. - Common Stock
TBPH,NASDAQ Global Market,"Theravance Biopharma, Inc. - Ordinary Shares"
TCBI,NASDAQ Global Select Market,"Texas Capital Bancshares, Inc. - Common Stock"
TCBIL,NASDAQ Global Select Market,"Texas Capital Bancshares, Inc. - 6.50% Subordinated Notes due 2042"
TCBIP,NASDAQ Global Select Market,"Texas Capital Bancshares, Inc. - Non Cumulative Preferred Perpetual Stock Series A"
TCBIW,NASDAQ Global Select Market,"Texas Capital Bancshares, Inc. - Warrants 01/16/2019"
TCBK,NASDAQ Global Select Market,TriCo Bancshares - Common Stock
TCCO,NASDAQ Capital Market,Technical Communications Corporation - Common Stock
TCFC,NASDAQ Capital Market,The Community Financial Corporation - Common Stock
TCPC,NASDAQ Global Select Market,TCP Capital Corp. - Common Stock
TCRD,NASDAQ Global Select Market,"THL Credit, Inc. - Common Stock"
TCX,NASDAQ Capital Market,Tucows Inc. - Common Stock
TDIV,NASDAQ Global Market,First Trust Exchange-Traded Fund VI First Trust NASDAQ Technology Dividend Index Fund
TEAR,NASDAQ Capital Market,TearLab Corporation - Common Stock
TECD,NASDAQ Global Select Market,Tech Data Corporation - Common Stock
TECH,NASDAQ Global Select Market,Bio-Techne Corp - Common Stock
TECU,NASDAQ Global Select Market,Tecumseh Products Company - Common Stock
TEDU,NASDAQ Global Select Market,"Tarena International, Inc. - American Depositary Shares"
TENX,NASDAQ Capital Market,"Tenax Therapeutics, Inc. - Common Stock"
TERP,NASDAQ Global Select Market,"TerraForm Power, Inc. - Class A Common Stock"
TESO,NASDAQ Global Select Market,Tesco Corporation - Common Stock
TESS,NASDAQ Global Select Market,TESSCO Technologies Incorporated - Common Stock
TFM,NASDAQ Global Select Market,"The Fresh Market, Inc. - Common Stock"
TFSC,NASDAQ Capital Market,1347 Capital Corp. - Common Stock
TFSCR,NASDAQ Capital Market,1347 Capital Corp. - Right
TFSCU,NASDAQ Capital Market,1347 Capital Corp. - Unit
TFSCW,NASDAQ Capital Market,1347 Capital Corp. - Warrant
TFSL,NASDAQ Global Select Market,TFS Financial Corporation - Common Stock
TGA,NASDAQ Global Select Market,Transglobe Energy Corp - Ordinary Shares
TGE,NASDAQ Global Select Market,"TGC Industries, Inc. - Common Stock"
TGEN,NASDAQ Capital Market,Tecogen Inc. - Common Stock
TGLS,NASDAQ Capital Market,Tecnoglass Inc. - Ordinary Shares
TGTX,NASDAQ Capital Market,"TG Therapeutics, Inc. - Common Stock"
THFF,NASDAQ Global Select Market,First Financial Corporation Indiana - Common Stock
THLD,NASDAQ Capital Market,"Threshold Pharmaceuticals, Inc. - Common Stock"
THOR,NASDAQ Global Select Market,Thoratec Corporation - Common Stock
THRM,NASDAQ Global Select Market,Gentherm Inc - Common Stock
THRX,NASDAQ Global Select Market,"Theravance, Inc. - Common Stock"
THST,NASDAQ Capital Market,"Truett-Hurst, Inc. - Class A Common Stock"
THTI,NASDAQ Capital Market,"THT Heat Transfer Technology, Inc. - Common Stock"
TICC,NASDAQ Global Select Market,TICC Capital Corp. - Closed End Fund
TIGR,NASDAQ Capital Market,TigerLogic Corporation - Common Stock
TILE,NASDAQ Global Select Market,"Interface, Inc. - Common Stock"
TINY,NASDAQ Global Market,"Harris & Harris Group, Inc. - Common Stock"
TIPT,NASDAQ Capital Market,Tiptree Financial Inc. - Class A Common Stock
TISA,NASDAQ Capital Market,"Top Image Systems, Ltd. - Ordinary Shares"
TITN,NASDAQ Global Select Market,Titan Machinery Inc. - Common Stock
TIVO,NASDAQ Global Select Market,TiVo Inc. - Common Stock
TKAI,NASDAQ Global Market,"Tokai Pharmaceuticals, Inc. - Common Stock"
TKMR,NASDAQ Capital Market,Tekmira Pharmaceuticals Corp - Common Stock
TLF,NASDAQ Global Market,"Tandy Leather Factory, Inc. - Common Stock"
TLMR,NASDAQ Capital Market,"Talmer Bancorp, Inc. - Class A Common Stock"
TLOG,NASDAQ Global Market,TetraLogic Pharmaceuticals Corporation - Common Stock
TNAV,NASDAQ Global Select Market,"Telenav, Inc. - Common Stock"
TNDM,NASDAQ Global Market,"Tandem Diabetes Care, Inc. - Common Stock"
TNGO,NASDAQ Global Select Market,"Tangoe, Inc. - Common Stock"
TNXP,NASDAQ Global Market,Tonix Pharmaceuticals Holding Corp. - Common Stock
TOPS,NASDAQ Global Select Market,TOP Ships Inc. - Common Stock
TORM,NASDAQ Capital Market,TOR Minerals International Inc - Common Stock
TOUR,NASDAQ Global Market,Tuniu Corporation - American Depositary Shares
TOWN,NASDAQ Global Select Market,Towne Bank - Common Stock
TQQQ,NASDAQ Global Market,ProShares UltraPro QQQ
TRAK,NASDAQ Global Select Market,"Dealertrack Technologies, Inc. - Common Stock"
TRCB,NASDAQ Capital Market,Two River Bancorp - Common Stock
TRCH,NASDAQ Capital Market,"Torchlight Energy Resources, Inc. - Common Stock"
TREE,NASDAQ Global Select Market,"LendingTree, Inc. - Common Stock"
TRGT,NASDAQ Global Select Market,"Targacept, Inc. - Common Stock"
TRIB,NASDAQ Global Select Market,Trinity Biotech plc - American Depositary Shares each representing 4 A Ordinary Shares
TRIL,NASDAQ Capital Market,Trillium Therapeutics Inc. - Common Shares
TRIP,NASDAQ Global Select Market,"TripAdvisor, Inc. - Common Stock"
TRIV,NASDAQ Global Select Market,"TriVascular Technologies, Inc. - Common Stock"
TRMB,NASDAQ Global Select Market,Trimble Navigation Limited - Common Stock
TRMK,NASDAQ Global Select Market,Trustmark Corporation - Common Stock
TRNS,NASDAQ Global Market,"Transcat, Inc. - Common Stock"
TRNX,NASDAQ Global Select Market,Tornier N.V. - Ordinary Shares
TROV,NASDAQ Capital Market,"TrovaGene, Inc. - Common Stock"
TROVU,NASDAQ Capital Market,"TrovaGene, Inc. - Unit"
TROVW,NASDAQ Capital Market,"TrovaGene, Inc. - Warrant"
TROW,NASDAQ Global Select Market,"T. Rowe Price Group, Inc. - Common Stock"
TRS,NASDAQ Global Select Market,TriMas Corporation - Common Stock
TRST,NASDAQ Global Select Market,TrustCo Bank Corp NY - Common Stock
TRTL,NASDAQ Capital Market,Terrapin 3 Acquisition Corporation - Class A Common Stock
TRTLU,NASDAQ Capital Market,Terrapin 3 Acquisition Corporation - Units
TRTLW,NASDAQ Capital Market,Terrapin 3 Acquisition Corporation - Warrants
TRUE,NASDAQ Global Select Market,"TrueCar, Inc. - Common Stock"
TRVN,NASDAQ Global Select Market,"Trevena, Inc. - Common Stock"
TSBK,NASDAQ Global Market,"Timberland Bancorp, Inc. - Common Stock"
TSC,NASDAQ Global Select Market,"TriState Capital Holdings, Inc. - Common Stock"
TSCO,NASDAQ Global Select Market,Tractor Supply Company - Common Stock
TSEM,NASDAQ Global Select Market,Tower Semiconductor Ltd. - Ordinary Shares
TSLA,NASDAQ Global Select Market,"Tesla Motors, Inc. - Common Stock"
TSRA,NASDAQ Global Select Market,"Tessera Technologies, Inc. - Common Stock"
TSRE,NASDAQ Global Market,"Trade Street Residential, Inc. - Common Stock"
TSRI,NASDAQ Capital Market,"TSR, Inc. - Common Stock"
TSRO,NASDAQ Global Select Market,"TESARO, Inc. - Common Stock"
TST,NASDAQ Global Market,"TheStreet, Inc. - Common Stock"
TSYS,NASDAQ Global Select Market,"TeleCommunication Systems, Inc. - Class A Common Stock"
TTEC,NASDAQ Global Select Market,"TeleTech Holdings, Inc. - Common Stock"
TTEK,NASDAQ Global Select Market,"Tetra Tech, Inc. - Common Stock"
TTGT,NASDAQ Global Market,"TechTarget, Inc. - Common Stock"
TTHI,NASDAQ Global Market,"Transition Therapeutics, Inc. - Ordinary Shares (Canada)"
TTMI,NASDAQ Global Select Market,"TTM Technologies, Inc. - Common Stock"
TTOO,NASDAQ Global Market,"T2 Biosystems, Inc. - Common Stock"
TTPH,NASDAQ Global Select Market,"Tetraphase Pharmaceuticals, Inc. - Common Stock"
TTS,NASDAQ Global Select Market,"Tile Shop Hldgs, Inc. - Common Stock"
TTWO,NASDAQ Global Select Market,"Take-Two Interactive Software, Inc. - Common Stock"
TUBE,NASDAQ Global Select Market,"TubeMogul, Inc. - Common Stock"
TUES,NASDAQ Global Select Market,Tuesday Morning Corp. - Common Stock
TUSA,NASDAQ Global Market,First Trust Total US Market AlphaDEX ETF
TVIX,NASDAQ Global Market,Credit Suisse AG - VelocityShares Daily 2x VIX Short Term ETN
TVIZ,NASDAQ Global Market,Credit Suisse AG - VelocityShares Daily 2x VIX Medium Term ETN
TWER,NASDAQ Capital Market,Towerstream Corporation - Common Stock
TWIN,NASDAQ Global Select Market,"Twin Disc, Incorporated - Common Stock"
TWMC,NASDAQ Global Market,Trans World Entertainment Corp. - Common Stock
TWOU,NASDAQ Global Select Market,"2U, Inc. - Common Stock"
TXN,NASDAQ Global Select Market,Texas Instruments Incorporated - Common Stock
TXRH,NASDAQ Global Select Market,"Texas Roadhouse, Inc. - Common Stock"
TYPE,NASDAQ Global Select Market,Monotype Imaging Holdings Inc. - Common Stock
TZOO,NASDAQ Global Select Market,Travelzoo Inc. - Common Stock
UACL,NASDAQ Global Select Market,"Universal Truckload Services, Inc. - Common Stock"
UAE,NASDAQ Global Market,iShares MSCI UAE Capped ETF
UBCP,NASDAQ Capital Market,"United Bancorp, Inc. - Common Stock"
UBFO,NASDAQ Global Select Market,United Security Bancshares - Common Stock
UBIC,NASDAQ Global Select Market,"UBIC, Inc. - American Depositary Shares"
UBNK,NASDAQ Global Select Market,"United Financial Bancorp, Inc.  - Common Stock"
UBNT,NASDAQ Global Select Market,"Ubiquiti Networks, Inc. - Common Stock"
UBOH,NASDAQ Global Market,"United Bancshares, Inc. - Common Stock"
UBSH,NASDAQ Global Select Market,Union Bankshares Corporation - Common Stock
UBSI,NASDAQ Global Select Market,"United Bankshares, Inc. - Common Stock"
UCBA,NASDAQ Global Market,United Community Bancorp - Common Stock
UCBI,NASDAQ Global Select Market,"United Community Banks, Inc. - Common Stock"
UCFC,NASDAQ Global Select Market,United Community Financial Corp. - Common Stock
UCTT,NASDAQ Global Select Market,"Ultra Clean Holdings, Inc. - Common Stock"
UDF,NASDAQ Global Select Market,United Development Funding IV - Common Shares of Beneficial Interest
UEIC,NASDAQ Global Select Market,Universal Electronics Inc. - Common Stock
UEPS,NASDAQ Global Select Market,"Net 1 UEPS Technologies, Inc. - Common Stock"
UFCS,NASDAQ Global Select Market,"United Fire Group, Inc - Common Stock"
UFPI,NASDAQ Global Select Market,"Universal Forest Products, Inc. - Common Stock"
UFPT,NASDAQ Capital Market,"UFP Technologies, Inc. - Common Stock"
UG,NASDAQ Global Market,"United-Guardian, Inc. - Common Stock"
UGLD,NASDAQ Global Market,Credit Suisse AG - VelocityShares 3x Long Gold ETN
UHAL,NASDAQ Global Select Market,Amerco - Common Stock
UIHC,NASDAQ Capital Market,United Insurance Holdings Corp. - Common Stock
ULBI,NASDAQ Global Market,Ultralife Corporation - Common Stock
ULTA,NASDAQ Global Select Market,"Ulta Salon, Cosmetics & Fragrance, Inc. - Common Stock"
ULTI,NASDAQ Global Select Market,"The Ultimate Software Group, Inc. - Common Stock"
ULTR,NASDAQ Global Select Market,Ultrapetrol (Bahamas) Limited - common stock
UMBF,NASDAQ Global Select Market,UMB Financial Corporation - Common Stock
UMPQ,NASDAQ Global Select Market,Umpqua Holdings Corporation - Common Stock
UNAM,NASDAQ Global Market,Unico American Corporation - Common Stock
UNB,NASDAQ Global Market,"Union Bankshares, Inc. - Common Stock"
UNFI,NASDAQ Global Select Market,"United Natural Foods, Inc. - Common Stock"
UNIS,NASDAQ Global Market,Unilife Corporation - Common Stock
UNTD,NASDAQ Global Select Market,"United Online, Inc. - Common Stock"
UNTY,NASDAQ Global Market,"Unity Bancorp, Inc. - Common Stock"
UNXL,NASDAQ Capital Market,"Uni-Pixel, Inc. - Common Stock"
UPI,NASDAQ Capital Market,"Uroplasty, Inc. - Common Stock"
UPIP,NASDAQ Global Select Market,"Unwired Planet, Inc. - Common Stock"
UPLD,NASDAQ Global Market,"Upland Software, Inc. - Common Stock"
URBN,NASDAQ Global Select Market,"Urban Outfitters, Inc. - Common Stock"
URRE,NASDAQ Capital Market,"Uranium Resources, Inc. - Common Stock"
USAK,NASDAQ Global Select Market,"USA Truck, Inc. - Common Stock"
USAP,NASDAQ Global Select Market,"Universal Stainless & Alloy Products, Inc. - Common Stock"
USAT,NASDAQ Global Market,"USA Technologies, Inc. - Common Stock"
USATP,NASDAQ Global Market,"USA Technologies, Inc. - Preferred Stock"
USBI,NASDAQ Capital Market,"United Security Bancshares, Inc. - Common Stock"
USCR,NASDAQ Capital Market,"U S Concrete, Inc. - Common Stock"
USEG,NASDAQ Capital Market,U.S. Energy Corp. - Common Stock
USLM,NASDAQ Global Select Market,"United States Lime & Minerals, Inc. - Common Stock"
USLV,NASDAQ Global Market,Credit Suisse AG - VelocityShares 3x Long Silver ETN
USMD,NASDAQ Capital Market,"USMD Holdings, Inc. - Common Stock"
USTR,NASDAQ Global Select Market,United Stationers Inc. - Common Stock
UTEK,NASDAQ Global Select Market,"Ultratech, Inc. - Common Stock"
UTHR,NASDAQ Global Select Market,United Therapeutics Corporation - Common Stock
UTIW,NASDAQ Global Select Market,UTi Worldwide Inc. - Ordinary Shares
UTMD,NASDAQ Global Select Market,"Utah Medical Products, Inc. - Common Stock"
UTSI,NASDAQ Global Select Market,UTStarcom Holdings Corp - Ordinary Shares
UVSP,NASDAQ Global Select Market,Univest Corporation of Pennsylvania - Common Stock
VA,NASDAQ Global Select Market,Virgin America Inc. - Common Stock
VALU,NASDAQ Global Market,"Value Line, Inc. - Common Stock"
VALX,NASDAQ Global Market,Validea Market Legends ETF
VASC,NASDAQ Global Select Market,"Vascular Solutions, Inc. - Common Stock"
VBFC,NASDAQ Capital Market,Village Bank and Trust Financial Corp. - Common Stock
VBIV,NASDAQ Capital Market,VBI Vaccines Inc. - Common Stock
VBLT,NASDAQ Global Market,Vascular Biogenics Ltd. - Ordinary Shares
VBND,NASDAQ Global Market,Vident Core U.S. Bond Strategy Fund
VBTX,NASDAQ Global Market,"Veritex Holdings, Inc. - Common Stock"
VCEL,NASDAQ Capital Market,Vericel Corporation - Common Stock
VCIT,NASDAQ Global Market,Vanguard Intermediate-Term Corporate Bond ETF
VCLT,NASDAQ Global Market,Vanguard Long-Term Corporate Bond ETF
VCSH,NASDAQ Global Market,Vanguard Short-Term Corporate Bond ETF
VCYT,NASDAQ Global Market,"Veracyte, Inc. - Common Stock"
VDSI,NASDAQ Capital Market,"VASCO Data Security International, Inc. - Common Stock"
VECO,NASDAQ Global Select Market,Veeco Instruments Inc. - Common Stock
VGGL,NASDAQ Capital Market,Viggle Inc. - Common Stock
VGIT,NASDAQ Global Market,Vanguard Intermediate -Term Government Bond ETF
VGLT,NASDAQ Global Market,Vanguard Long-Term Government Bond ETF
VGSH,NASDAQ Global Market,Vanguard Short-Term Government ETF
VIA,NASDAQ Global Select Market,Viacom Inc. - Class A Common Stock
VIAB,NASDAQ Global Select Market,Viacom Inc. - Class B Common Stock
VIAS,NASDAQ Global Market,"Viasystems Group, Inc. - Common Stock"
VICL,NASDAQ Global Select Market,Vical Incorporated - Common Stock
VICR,NASDAQ Global Select Market,Vicor Corporation - Common Stock
VIDE,NASDAQ Global Market,Video Display Corporation - Common Stock
VIDI,NASDAQ Global Market,Vident International Equity Fund
VIEW,NASDAQ Global Select Market,"Viewtran Group, Inc. - Common Stock"
VIIX,NASDAQ Global Market,Credit Suisse AG - VelocityShares VIX Short Term ETN
VIIZ,NASDAQ Global Market,Credit Suisse AG - VelocityShares VIX Medium Term ETN
VIMC,NASDAQ Global Market,"Vimicro International Corporation - American depositary shares, each representing four ordinary shares"
VIP,NASDAQ Global Select Market,VimpelCom Ltd. - American Depositary Shares
VIRC,NASDAQ Global Market,Virco Manufacturing Corporation - Common Stock
VISN,NASDAQ Global Select Market,"VisionChina Media, Inc. - American Depositary Shares, each representing one Common Share"
VIVO,NASDAQ Global Select Market,Meridian Bioscience Inc. - Common Stock
VLCCF,NASDAQ Global Select Market,Knightsbridge Shipping Limited - Common Stock
VLGEA,NASDAQ Global Select Market,"Village Super Market, Inc. - Class A Common Stock"
VLTC,NASDAQ Capital Market,Voltari Corporation - Common Stock
VLYWW,NASDAQ Capital Market,Valley National Bancorp - Warrants 07/01/2015
VMBS,NASDAQ Global Market,Vanguard Mortgage-Backed Securities ETF
VNDA,NASDAQ Global Market,Vanda Pharmaceuticals Inc. - Common Stock
VNET,NASDAQ Global Select Market,"21Vianet Group, Inc. - American Depositary Shares"
VNOM,NASDAQ Global Select Market,Viper Energy Partners LP - Common Unit
VNQI,NASDAQ Global Market,Vanguard Global ex-U.S. Real Estate ETF
VNR,NASDAQ Global Select Market,Vanguard Natural Resources LLC - Common Units
VNRAP,NASDAQ Global Select Market,Vanguard Natural Resources LLC - 7.875% Series A Cumulative Redeemable Perpetual Preferred Unit
VNRBP,NASDAQ Global Select Market,Vanguard Natural Resources LLC - 7.625% Series B Cumulative Redeemable Perpetual Preferred Unit
VNRCP,NASDAQ Global Select Market,Vanguard Natural Resources LLC - 7.75% Series C Cumulative Redeemable Perpetual Preferred Unit
VOD,NASDAQ Global Select Market,Vodafone Group Plc - American Depositary Shares each representing ten Ordinary Shares
VOLC,NASDAQ Global Select Market,Volcano Corporation - Common Stock
VONE,NASDAQ Global Market,Vanguard Russell 1000 ETF
VONG,NASDAQ Global Market,Vanguard Russell 1000 Growth ETF
VONV,NASDAQ Global Market,Vanguard Russell 1000 Value ETF
VOXX,NASDAQ Global Select Market,VOXX International Corporation - Class A Common Stock
