symbol,group,description
TGNA,US Equity,TEGNA Inc
TGT,US Equity,Target Corp.
THC,US Equity,Tenet Healthcare Corp.
THFF,US Equity,First Financial Corp. (Indiana)
THG,US Equity,Hanover Insurance Group Inc.
THLD,US Equity,Threshold Pharmaceuticals Inc.
THO,US Equity,Thor Industries Inc.
THR,US Equity,THERMON GROUP HLDGS INC
THRM,US Equity,Gentherm Incorporated
THS,US Equity,TreeHouse Foods Inc.
THST,US Equity,TRUETT-HURST INC
TICC,US Equity,TICC CAPITAL CORP
TIER,US Equity,Tier Reit Inc
TIF,US Equity,Tiffany & Co.
TILE,US Equity,Interface Inc.
TIME,US Equity,Time Inc.
TINY,US Equity,HARRIS & HARRIS GROU
TIS,US Equity,Orchids Paper Products Inc.
TISI,US Equity,Team Inc.
TITN,US Equity,Titan Machinery Inc.
TIVO,US Equity,Tivo Corp
TJX,US Equity,TJX Cos.
TK,US Equity,Teekay Corp.
TKAI,US Equity,TOKAI PHARMACEUTICALS INC
TKR,US Equity,Timken Co.
TLF,US Equity,Tandy Leather Factory Inc.
TLGT,US Equity,Teligent Inc New
TLLP,US Equity,TESORO LOGISTICS LP
TLOG,US Equity,TETRALOGIC PHARMACEUTICALS C
TLP,US Equity,Transmontaigne Partners L.P.
TLRD,US Equity,Tailored Brands Inc
TLRS,US Equity,Timberline Resources Corp.
TLYS,US Equity,TILLYS INC
TMH,US Equity,TEAM HEALTH HOLDINGS INC
TMHC,US Equity,TAYLOR MORRISON HOME CORP
TMK,US Equity,Torchmark Corp.
TMO,US Equity,Thermo Fisher Scientific Inc.
TMP,US Equity,Tompkins Financial Corp.
TMST,US Equity,Timkensteel Corp
TMUS,US Equity,T-Mobile US
TNAV,US Equity,TELENAV INC
TNC,US Equity,Tennant Co.
TNDM,US Equity,TANDEM DIABETES CARE INC
TNET,US Equity,Trinet Group Inc
TNGO,US Equity,TANGOE INC
TNH,US Equity,Terra Nitrogen Co. L.P.
TNXP,US Equity,TONIX PHARMACEUTICALS HLDG C
TOL,US Equity,Toll Brothers Inc.
TOWN,US Equity,Towne Bank
TOWR,US Equity,TOWER INTL INC
TPB,US Equity,TURNING PT BRANDS INC
TPC,US Equity,TUTOR PERINI CORP
TPH,US Equity,TRI POINTE HOMES INC
TPIC,US Equity,TPI COMPOSITES INC
TPLM,US Equity,TRIANGLE PETE CORP
TPVG,US Equity,TRIPLEPOINT VENTR GRW BDC CO
TPX,US Equity,Tempur-Pedic International Inc.
TR,US Equity,Tootsie Roll Industries Inc.
TRC,US Equity,Tejon Ranch Co.
TRCB,US Equity,Two Rivers Bancorp
TREC,US Equity,Trecora Res
TREE,US Equity,Tree.com Inc.
TREX,US Equity,Trex Co. Inc.
TRGP,US Equity,TARGA RES CORP
TRHC,US Equity,TABULA RASA HEALTHCARE INC
TRI,US Equity,THOMSON REUTERS CORP
TRIP,US Equity,TRIPADVISOR INC
TRK,US Equity,Speedway Motorsports Inc.
TRMB,US Equity,Trimble Navigation Ltd.
TRMK,US Equity,Trustmark Corp.
TRMR,US Equity,TREMOR VIDEO INC
TRN,US Equity,Trinity Industries Inc.
TRNO,US Equity,TERRENO RLTY CORP
TROV,US Equity,TROVAGENE INC
TROW,US Equity,T. Rowe Price Group Inc.
TRR,US Equity,TRC Cos. Inc.
TRS,US Equity,TriMas Corp.
TRST,US Equity,Trustco Bank Corp.
TRU,US Equity,TRANSUNION
TRUE,US Equity,TRUECAR INC
TRUP,US Equity,TRUPANION INC
TRV,US Equity,Travelers Cos. Inc.
TRVN,US Equity,TREVENA INC
TSBK,US Equity,Timberland Bancorp Inc.
TSC,US Equity,Tristate Cap Hldgs Inc
TSCO,US Equity,Tractor Supply Co.
TSE,US Equity,Trinseo SA
TSLA,US Equity,TESLA MTRS INC
TSLX,US Equity,TPG SPECIALTY LENDING INC
TSN,US Equity,Tyson Foods Inc.
TSO,US Equity,Tesoro Corp.
TSQ,US Equity,TOWNSQUARE MEDIA INC
TSRA,US Equity,Tessera Hldg Corp
TSRO,US Equity,TESARO INC
TSS,US Equity,Total System Services Inc.
TST,US Equity,TheStreet.com
TTC,US Equity,Toro Co.
TTD,US Equity,THE TRADE DESK INC
TTEC,US Equity,Teletech Holdings Inc.
TTEK,US Equity,Tetra Tech Inc.
TTGT,US Equity,TechTarget Inc.
TTI,US Equity,Tetra Technologies Inc.
TTMI,US Equity,TTM Technologies Inc.
TTOO,US Equity,T2 BIOSYSTEMS INC
TTPH,US Equity,TETRAPHASE PHARMACEUTICALS I
TTS,US Equity,TILE SHOP HLDGS INC
TTWO,US Equity,Take-Two Interactive Software Inc.
TUES,US Equity,Tuesday Morning Corp.
TUP,US Equity,Tupperware Brands Corp.
TUSK,US Equity,MAMMOTH ENERGY SVCS INC
TVIA,US Equity,Terravia Hldgs Inc
TWER,US Equity,Towerstream Corp.
TWI,US Equity,Titan International Inc.
TWIN,US Equity,Twin Disc Inc.
TWLO,US Equity,Twilio Inc
TWMC,US Equity,Trans World Entertainment Corp.
TWO,US Equity,TWO HBRS INVT CORP
TWOU,US Equity,2U INC
TWTR,US Equity,TWITTER INC
TWX,US Equity,Time Warner Inc.
TXMD,US Equity,THERAPEUTICSMD INC
TXN,US Equity,Texas Instruments Inc.
TXRH,US Equity,Texas Roadhouse Inc.
TXT,US Equity,Textron Inc.
TYHT,US Equity,SHINECO INC
TYL,US Equity,Tyler Technologies Inc.
TYPE,US Equity,Monotype Imaging Holdings Inc.
TZOO,US Equity,Travelzoo Inc.
UAA,US Equity,Under Armour Inc.
UAL,US Equity,UAL Corp.
UAM,US Equity,Universal American Corp.
UAMY,US Equity,UNITED STATES ANTIMO
UBA,US Equity,Urstadt Biddle Properties Inc. Cl A
UBCP,US Equity,United Bancorp Inc.
UBFO,US Equity,United Security Bancshares (California)
UBNK,US Equity,United Finl Bancorp Inc
UBNT,US Equity,UBIQUITI NETWORKS INC
UBP,US Equity,Urstadt Biddle Properties Inc.
UBSH,US Equity,Union Bankshares Corp.
UBSI,US Equity,United Bankshares Inc.
UCBI,US Equity,United Community Banks Inc.
UCFC,US Equity,United Community Financial Corp.
UCP,US Equity,UCP INC
UCTT,US Equity,Ultra Clean Holdings Inc.
UDR,US Equity,UDR Inc.
UE,US Equity,Urban Edge Properties
UEC,US Equity,Uranium Energy Corp.
UEIC,US Equity,Universal Electronics Inc.
UFAB,US Equity,UNIQUE FABRICATING INC COM
UFCS,US Equity,United Fire & Casualty Co.
UFI,US Equity,Unifi Inc.
UFPI,US Equity,Universal Forest Products Inc.
UFPT,US Equity,UFP Technologies Inc.
UG,US Equity,United-Guardian Inc.
UGI,US Equity,UGI Corp.
UHAL,US Equity,Amerco
UHS,US Equity,Universal Health Services Inc.
UHT,US Equity,Universal Health Realty Income Trust
UIHC,US Equity,UNITED INS HLDGS CORP
UIS,US Equity,Unisys Corp.
ULBI,US Equity,Ultralife Corp.
ULH,US Equity,Universal Truckload Services Inc.
ULTA,US Equity,Ulta Salon Cosmetics & Fragrance Inc.
ULTI,US Equity,Ultimate Software Group Inc.
ULUR,US Equity,Uluru Inc.
UMBF,US Equity,UMB Financial Corp.
UMH,US Equity,UMH Properties Inc.
UMPQ,US Equity,Umpqua Holdings Corp.
UNB,US Equity,Union Bankshares Inc.
UNF,US Equity,UniFirst Corp.
UNFI,US Equity,United Natural Foods Inc.
UNH,US Equity,UnitedHealth Group Inc.
UNIS,US Equity,UNILIFE CORP NEW
UNM,US Equity,Unum Group
UNP,US Equity,Union Pacific Corp.
UNT,US Equity,Unit Corp.
UNTY,US Equity,Unity Bancorp Inc.
UNVR,US Equity,UNIVAR INC
UPLD,US Equity,UPLAND SOFTWARE INC
UPS,US Equity,United Parcel Service Inc.
UQM,US Equity,UQM Technologies Inc.
URBN,US Equity,Urban Outfitters Inc.
URI,US Equity,United Rentals Inc.
URRE,US Equity,Uranium Resources Inc.
USAC,US Equity,USA COMPRESSION PARTNERS LP
USAK,US Equity,USA Truck Inc.
USAP,US Equity,Universal Stainless & Alloy Products Inc.
USAT,US Equity,USA Technologies Inc.
USB,US Equity,U.S. Bancorp
USCR,US Equity,U S CONCRETE INC
USDP,US Equity,USD PARTNERS LP
USEG,US Equity,U.S. Energy Corp.
USFD,US Equity,US FOODS HLDG CORP
USG,US Equity,USG Corp.
USLM,US Equity,U.S. Lime & Minerals Inc.
USM,US Equity,U.S. Cellular Corp.
USNA,US Equity,USANA Health Sciences Inc.
USPH,US Equity,U.S. Physical Therapy Inc.
UTEK,US Equity,Ultratech Inc.
UTHR,US Equity,United Therapeutics Corp.
UTI,US Equity,Universal Technical Institute Inc.
UTL,US Equity,Unitil Corp.
UTMD,US Equity,Utah Medical Products Inc.
UTSI,US Equity,UTStarcom Inc.
UTX,US Equity,United Technologies Corp.
UUU,US Equity,Universal Security Instruments Inc.
UVE,US Equity,Universal Insurance Holdings Inc.
UVSP,US Equity,Univest Corp. of Pennsylvania
UVV,US Equity,Universal Corp.
UWN,US Equity,Nevada Gold & Casinos Ltd.
V,US Equity,VISA Inc.
VAC,US Equity,MARRIOTT VACATIONS WRLDWDE C
VAL,US Equity,Valspar Corp.
VALU,US Equity,Value Line Inc.
VAR,US Equity,Varian Medical Systems Inc.
VASC,US Equity,Vascular Solutions Inc.
VBTX,US Equity,VERITEX HLDGS INC
VC,US Equity,VISTEON CORP
VCEL,US Equity,Vericel Corp
VCRA,US Equity,VOCERA COMMUNICATIONS INC
VCYT,US Equity,VERACYTE INC
VDSI,US Equity,Vasco Data Security International Inc.
VEC,US Equity,VECTRUS INC
VECO,US Equity,Veeco Instruments Inc.
VEEV,US Equity,VEEVA SYS INC
VER,US Equity,VEREIT Inc
VFC,US Equity,VF Corp.
VG,US Equity,Vonage Holdings Corp.
VGR,US Equity,Vector Group Ltd.
VGZ,US Equity,Vista Gold Corp.
VHC,US Equity,VirnetX Holding Corp.
VHI,US Equity,Valhi Inc.
VIAB,US Equity,Viacom Inc. Class B
VIAV,US Equity,Viavi Solutions Inc
VICL,US Equity,Vical Inc.
VICR,US Equity,Vicor Corp.
VIRC,US Equity,Virco Manufacturing Corp.
VIRT,US Equity,VIRTU FINL INC
VIVE,US Equity,Viveve Med Inc
VIVO,US Equity,Meridian Bioscience Inc.
VKTX,US Equity,VIKING THERAPEUTICS INC
VLGEA,US Equity,Village Super Market Inc.
VLO,US Equity,Valero Energy Corp.
VLP,US Equity,VALERO ENERGY PARTNERS LP
VLY,US Equity,Valley National Bancorp
VMC,US Equity,Vulcan Materials Co.
VMEMQ,US Equity,VIOLIN MEMORY INC
VMI,US Equity,Valmont Industries Inc.
VMW,US Equity,VMware Inc.
VNCE,US Equity,VINCE HLDG CORP
VNDA,US Equity,Vanda Pharmaceuticals Inc.
VNO,US Equity,Vornado Realty Trust
VNOM,US Equity,VIPER ENERGY PARTNERS LP
VNTV,US Equity,VANTIV INC
VOC,US Equity,VOC ENERGY TR
VOXX,US Equity,Audiovox Corp.
VOYA,US Equity,ING U S INC
VPCO,US Equity,VAPOR CORP NEV
VPG,US Equity,VISHAY PRECISION GROUP INC
VR,US Equity,Validus Holdings Ltd.
VRA,US Equity,VERA BRADLEY INC
VRML,US Equity,Vermillion Inc.
VRNS,US Equity,VARONIS SYS INC
VRNT,US Equity,VERINT SYS INC
VRS,US Equity,VERSO CORP
VRSK,US Equity,VERISK ANALYTICS INC
VRSN,US Equity,VeriSign Inc.
VRTS,US Equity,Virtus Investment Partners Inc.
VRTU,US Equity,Virtusa Corp.
VRTV,US Equity,VERITIV CORP
VRTX,US Equity,Vertex Pharmaceuticals Inc.
VSAR,US Equity,VERSARTIS INC
VSAT,US Equity,ViaSat Inc.
VSEC,US Equity,VSE Corp.
VSH,US Equity,Vishay Intertechnology Inc.
VSI,US Equity,VITAMIN SHOPPE INC
VSLR,US Equity,VIVINT SOLAR INC
VSM,US Equity,VERSUM MATLS INC
VSR,US Equity,Versar Inc.
VSTM,US Equity,Verastem Inc
VSTO,US Equity,Vista Outdoor Inc.
VTGDF,US Equity,VANTAGE DRILLING COMPANY
VTL,US Equity,VITAL THERAPIES INC
VTNR,US Equity,VERTEX ENERGY INC
VTR,US Equity,Ventas Inc.
VTVT,US Equity,VTV THERAPEUTICS INC
VVC,US Equity,Vectren Corp.
VVI,US Equity,Viad Corp.
VVUS,US Equity,VIVUS Inc.
VVV,US Equity,VALVOLINE INC
VWR,US Equity,Vwr Corp
VYGR,US Equity,VOYAGER THERAPEUTICS INC
VZ,US Equity,Verizon Communications Inc.
W,US Equity,WAYFAIR INC
WAAS,US Equity,AQUAVENTURE HLDGS LTD
WAB,US Equity,Wabtec
WABC,US Equity,Westamerica Bancorp
WAC,US Equity,Hanover Capital Mortgage Holdings Inc.
WAFD,US Equity,Washington Federal Inc.
WAGE,US Equity,WAGEWORKS INC
WAIR,US Equity,WESCO AIRCRAFT HLDGS INC
WAL,US Equity,Western Alliance Bancorp.
WASH,US Equity,Washington Trust Bancorp Inc.
WAT,US Equity,Waters Corp.
WATT,US Equity,ENERGOUS CORP
WBA,US Equity,Walgreens Boots Alliance Inc
WBB,US Equity,WESTBURY BANCORP INC
WBC,US Equity,WABCO Holdings Inc.
WBMD,US Equity,WebMD Health Corp.
WBS,US Equity,Webster Financial Corp.
WCC,US Equity,Wesco International Inc.
WCG,US Equity,WellCare Health Plans Inc.
WCIC,US Equity,WCI CMNTYS INC
WD,US Equity,WALKER & DUNLOP INC
WDAY,US Equity,WORKDAY INC
WDC,US Equity,Western Digital Corp.
WDFC,US Equity,WD-40 Co.
WDR,US Equity,Waddell & Reed Financial Inc.
WEB,US Equity,Web.com Group Inc.
WEC,US Equity,Wisconsin Energy Corp.
WEN,US Equity,Wendy's/Arby's Group Inc.
WERN,US Equity,Werner Enterprises Inc.
WES,US Equity,Western Gas Partners LP
WEST,US Equity,Westinghouse Solar Inc
WETF,US Equity,WISDOMTREE INVTS INC
WEX,US Equity,WEX Inc.
WEYS,US Equity,Weyco Group Inc.
WFBI,US Equity,WASHINGTONFIRST BANKSHARES I
WFC,US Equity,Wells Fargo & Co.
WFM,US Equity,Whole Foods Market Inc.
WG,US Equity,WILLBROS GROUP INC DEL
WGL,US Equity,WGL Holdings Inc.
WGO,US Equity,Winnebago Industries Inc.
WGP,US Equity,WESTERN GAS EQUITY PARTNERS
WHF,US Equity,WHITEHORSE FIN INC
WHG,US Equity,Westwood Holdings Group Inc.
WHLR,US Equity,WHEELER REAL ESTATE INVT TR
WHR,US Equity,Whirlpool Corp.
WIFI,US Equity,BOINGO WIRELESS INC
WIN,US Equity,Windstream Corp.
WINA,US Equity,Winmark Corp.
WING,US Equity,WINGSTOP INC
WINT,US Equity,Windtree Therapeutics Inc
WIRE,US Equity,Encore Wire Corp.
WK,US Equity,WORKIVA INC
WLB,US Equity,Westmoreland Coal Co.
WLDN,US Equity,Willdan Group Inc.
WLFC,US Equity,Willis Lease Finance Corp.
WLH,US Equity,LYON WILLIAM HOMES
WLK,US Equity,Westlake Chemical Corp.
WLKP,US Equity,WESTLAKE CHEM PARTNERS LP
WLL,US Equity,Whiting Petroleum Corp.
WM,US Equity,Waste Management Inc.
WMAR,US Equity,West Marine Inc.
WMB,US Equity,Williams Cos.
WMC,US Equity,WESTERN ASSET MTG CAP CORP
WMK,US Equity,Weis Markets Inc.
WMLP,US Equity,Westmoreland Resource Partners
WMS,US Equity,Advanced Drain Sys Inc
WMT,US Equity,Wal-Mart Stores Inc.
WNC,US Equity,Wabash National Corp.
WNEB,US Equity,Western New Eng Bancorp Inc
WNR,US Equity,Western Refining Inc.
WNRL,US Equity,WESTERN REFNG LOGISTICS LP
WOOF,US Equity,VCA Antech Inc.
WOR,US Equity,Worthington Industries Inc.
WPC,US Equity,W.P. Carey & Co. L.L.C. Cl A
WPCS,US Equity,WPCS International Inc.
WPG,US Equity,Washington Prime Group New
WPT,US Equity,World Pt Terms Lp
WPX,US Equity,WPX ENERGY INC
WR,US Equity,Westar Energy Inc.
WRB,US Equity,W.R. Berkley Corp.
WRE,US Equity,Washington Real Estate Investment Trust
WRI,US Equity,Weingarten Realty Investors
WRK,US Equity,Westrock Co
WRLD,US Equity,World Acceptance Corp.
WSBC,US Equity,WesBanco Inc.
WSCI,US Equity,WSI Industries Inc.
WSFS,US Equity,WSFS Financial Corp.
WSM,US Equity,Williams-Sonoma Inc.
WSO,US Equity,Watsco Inc.
WSR,US Equity,WHITESTONE REIT
WST,US Equity,West Pharmaceutical Services Inc.
WSTC,US Equity,WEST CORP
WSTG,US Equity,Wayside Technology Group Inc.
WSTL,US Equity,Westell Technologies Inc.
WTBA,US Equity,West Bancorp Inc.
WTFC,US Equity,Wintrust Financial Corp.
WTI,US Equity,W&T Offshore Inc.
WTM,US Equity,White Mountains Insurance Group Ltd.
WTR,US Equity,Aqua America Inc.
WTS,US Equity,Watts Water Technologies Inc.
WTT,US Equity,Wireless Telecom Group Inc.
WTW,US Equity,Weight Watchers International Inc.
WU,US Equity,Western Union Co.
WVVI,US Equity,Willamette Valley Vineyards Inc.
WWAV,US Equity,WHITEWAVE FOODS CO
WWD,US Equity,WOODWARD INC.
WWE,US Equity,World Wrestling Entertainment Inc.
WWW,US Equity,Wolverine World Wide Inc.
WY,US Equity,Weyerhaeuser Co.
WYN,US Equity,Wyndham Worldwide Corp.
WYNN,US Equity,Wynn Resorts Ltd.
WYY,US Equity,WidePoint Corp.
X,US Equity,United States Steel Corp.
XBIT,US Equity,XBIOTECH INC
XBKS,US Equity,Xenith Bankshares Inc New
XCO,US Equity,EXCO Resources Inc.
XCOMQ,US Equity,XTERA COMMUNICATIONS INC
XCRA,US Equity,Xcerra Corp
XEC,US Equity,Cimarex Energy Co.
XEL,US Equity,Xcel Energy Inc.
XELB,US Equity,XCEL BRANDS INC
XENT,US Equity,INTERSECT ENT INC
XGTI,US Equity,XG TECHNOLOGY INC
XHR,US Equity,XENIA HOTELS & RESORTS INC
XLNX,US Equity,Xilinx Inc.
XLRN,US Equity,ACCELERON PHARMA INC
XNCR,US Equity,XENCOR INC
XOG,US Equity,EXTRACTION OIL AND GAS INC
XOM,US Equity,Exxon Mobil Corp.
XOMA,US Equity,XOMA Ltd.
XON,US Equity,Intrexon Corp
XONE,US Equity,EXONE CO
XOXO,US Equity,Xo Group Inc
XPL,US Equity,Solitario Exploration & Royalty Corp.
XPLR,US Equity,XPLORE TECHNOLOGIES CORP
XPO,US Equity,Express-1 Expedited Solutions Inc.
XRAY,US Equity,Dentsply Sirona Inc
XRDC,US Equity,Crossroads Cap Inc
XRM,US Equity,Xerium Technologies Inc.
XRX,US Equity,Xerox Corp.
XTLY,US Equity,XACTLY CORP
XXIA,US Equity,Ixia
XYL,US Equity,Xylem Inc.
Y,US Equity,Alleghany Corp.
YDKN,US Equity,Yadkin Finl Corp
YELP,US Equity,Yelp Inc
YHOO,US Equity,Yahoo! Inc.
YORW,US Equity,York Water Co.
YRCW,US Equity,YRC Worldwide Inc.
YUM,US Equity,Yum! Brands Inc.
YUMA,US Equity,Yuma Energy Inc New
YUME,US Equity,YUME INC
Z,US Equity,Zillow Inc
ZAGG,US Equity,Zagg Incorporated
ZAYO,US Equity,ZAYO GROUP HLDGS INC
ZAZA,US Equity,ZAZA ENERGY CORP
ZBH,US Equity,Zimmer Hldgs Inc
ZBRA,US Equity,Zebra Technologies Corp. Cl A
ZDGE,US Equity,ZEDGE INC
ZEN,US Equity,ZENDESK INC
ZEUS,US Equity,Olympic Steel Inc.
ZFGN,US Equity,ZAFGEN INC
ZGNX,US Equity,ZOGENIX INC
ZION,US Equity,Zions Bancorp
ZIOP,US Equity,ZIOPHARM Oncology Inc.
ZIXI,US Equity,Zix Corp.
ZLTQ,US Equity,ZELTIQ AESTHETICS INC
ZN,US Equity,Zion Oil & Gas Inc.
ZNGA,US Equity,ZYNGA INC
ZOES,US Equity,ZOES KITCHEN INC
ZSAN,US Equity,ZOSANO PHARMA CORP
ZTS,US Equity,ZOETIS INC
ZUMZ,US Equity,Zumiez Inc.
ZYNE,US Equity,ZYNERBA PHARMACEUTICALS INC
